Restaurant_Name,Rating (Out of 5),votes,cuisines,dish_liked,location,online_order,Sub-Type,Type
Food And Biryani (FAB),2.8,21,"Biryani, North Indian, Mughlai",,Whitefield,No,"Takeaway, Delivery",Delivery
Haveli,3.7,61,"Biryani, North Indian, Mughlai",Biryani,Marathahalli,Yes,Casual Dining,Delivery
Mast Biryani - Fresh Indian Kitchen,3.5,254,"Biryani, North Indian, Mughlai, Fast Food","Rabri, Peri Peri Chicken, Phirni, Vegetable Biryani, Nizami Biryani, Rice, Butter Chicken Biryani",Marathahalli,No,Casual Dining,Dine-out
Eat And Be Fit,0,0,"Biryani, Rolls, North Indian",,Whitefield,Yes,Quick Bites,Delivery
Hotel NLC Grand,0,0,"Biryani, South Indian, North Indian",,Marathahalli,No,Quick Bites,Dine-out
Lenny's Burgers,0,0,"Burger, Fast Food",,Whitefield,Yes,"Takeaway, Delivery",Delivery
Mc Donald's,3.9,116,"Burger, Fast Food",Burgers,Whitefield,No,Quick Bites,Dine-out
Black Rock Cafe,3.5,22,Cafe,,Marathahalli,No,Cafe,Cafes
Cultch Resto Cafe,3.7,47,Cafe,,Marathahalli,No,Cafe,Cafes
Teashot,2.9,24,Cafe,,Whitefield,No,Cafe,Cafes
The Waverly Express,3.5,12,Cafe,,Whitefield,No,Cafe,Cafes
Oregano Soul Food,4.1,142,Cafe,"Sandwiches, Club Chicken Sandwich, Pizza, White Sauce Pasta, Coffee, Tomato Basil Pasta, Garlic Bread",Whitefield,Yes,Cafe,Dine-out
TherPUP - a Dog Cafe,4.2,1012,Cafe,"Sandwiches, Pizza, Fries, Veg Burger, Sandwich, Nachos, Chicken Burger",Whitefield,No,Cafe,Cafes
Fashion Knack Cafe,3.7,18,"Cafe, Burger, Sandwich",,Whitefield,No,Cafe,Delivery
Coffee Mug Cafe,3.7,23,"Cafe, Chinese, North Indian, Fast Food",,Marathahalli,No,Cafe,Delivery
Spice Boulevard,3.9,89,"Cafe, Continental, Chinese","Sandwich, Pancakes, Garlic Bread, Coffee, Nachos, Pasta Alfredo, Wine",Whitefield,No,Cafe,Cafes
Lot Like Crepes & Cafe,4,21,"Cafe, Continental, Desserts",,Whitefield,Yes,"Cafe, Dessert Parlor",Dine-out
Lassi Bistro,3.6,11,"Cafe, Fast Food, Beverages",,Marathahalli,No,Quick Bites,Cafes
Earthen Bowl,3.9,90,"Cafe, Italian","Cheesecake, Pizza",Marathahalli,No,Cafe,Cafes
Barley & Grapes Cafe,4.2,843,"Cafe, Italian, Continental","Beer, Burgers, Pizza, Pasta, Mocktails, Salads, Sangria",Whitefield,No,Cafe,Dine-out
Pizza Home,2.9,59,"Cafe, Pizza, Continental, South Indian",,Marathahalli,No,Cafe,Cafes
Tim Cafe,3.6,39,"Cafe, Sandwich, Beverages",,Marathahalli,Yes,Cafe,Cafes
The Iris Kafe,0,0,"Cafe, South Indian, Continental, Beverages",,Marathahalli,No,Cafe,Dine-out
Chai Mania,2.8,67,"Cafe, Tea, Beverages","Ginger Tea, Poha, Paratha, Chai, Chaai",Marathahalli,Yes,Cafe,Dine-out
Anjappaar,3.9,96,"Chettinad, South Indian",Chicken Biryani,Marathahalli,No,Casual Dining,Delivery
VSV Chettinad,3.3,72,"Chettinad, South Indian, Chinese, Seafood, Rolls, North Indian",Rolls,Kaggadasapura,Yes,Casual Dining,Delivery
Chellappa's,3.2,115,"Chettinad, South Indian, North Indian","Tandoori Chicken, Chicken Biryani",Kaggadasapura,Yes,Casual Dining,Dine-out
Big Fat Momo,0,0,Chinese,,Kaggadasapura,No,Quick Bites,Dine-out
New Aroma,3.3,4,Chinese,,Marathahalli,No,Quick Bites,Dine-out
Speedy Chow,3.5,6,Chinese,,Marathahalli,Yes,Casual Dining,Dine-out
China On My Plate,3,17,Chinese,,Whitefield,No,Casual Dining,Delivery
Homies,0,0,Chinese,,Whitefield,No,Food Court,Dine-out
Neerav Chinese Cuisine,0,0,Chinese,,Whitefield,No,Quick Bites,Dine-out
Noodle And Soup Point,0,0,Chinese,,Whitefield,No,Food Court,Dine-out
The Dragon Express,0,0,Chinese,,Whitefield,No,Quick Bites,Dine-out
ASIA SEVEN,3.3,4,Chinese,,Whitefield,Yes,Food Court,Delivery
Quick Bites,0,0,Chinese,,Whitefield,Yes,Quick Bites,Dine-out
Wang Fu Kitchen,3.8,27,Chinese,,Whitefield,Yes,Quick Bites,Delivery
Hunan Express,3.8,72,Chinese,"Hakka Noodles, Momos",Whitefield,No,"Food Court, Quick Bites",Dine-out
Bao & Grills,3,112,"Chinese, Asian","Noodles, Momos, Veg Sizzler, Chicken Teriyaki Bao, Vegetable Dumplings",Whitefield,Yes,Food Court,Dine-out
Bengaluru Square,3.5,25,"Chinese, Beverages, Andhra",,Marathahalli,No,Quick Bites,Dine-out
Sri Fast Food,3.1,5,"Chinese, Biryani",,Brookefield,No,Quick Bites,Dine-out
Beaten Coffee,0,0,"Chinese, Cafe",,Whitefield,No,Food Court,Cafes
ChinaMinaMo,0,0,"Chinese, Continental",,Marathahalli,No,Quick Bites,Dine-out
Starter House,3.6,23,"Chinese, Continental",,Whitefield,Yes,Quick Bites,Delivery
Chinese Food Point,0,0,"Chinese, Fast Food",,KR Puram,Yes,"Takeaway, Delivery",Delivery
Foodie,2.9,35,"Chinese, Fast Food","Rolls, Tandoori Chicken, Paratha",Whitefield,No,Kiosk,Delivery
Taas Foods,0,0,"Chinese, Fast Food, North Indian",,Whitefield,No,Quick Bites,Dine-out
NISO Chinese Restaurant,3.9,36,"Chinese, Momos",,KR Puram,No,Quick Bites,Delivery
Dragon Box,3,12,"Chinese, Momos",,Whitefield,Yes,Takeaway,Delivery
Mad About China,3.9,147,"Chinese, Momos",,Whitefield,Yes,Food Court,Dine-out
Lion King,3.8,76,"Chinese, Momos","Chicken Noodle, Momos",Kaggadasapura,Yes,Quick Bites,Delivery
The Wok,2.8,89,"Chinese, Momos","Momos, Chop Suey",Whitefield,Yes,Food Court,Delivery
Chopstick Kitchen,3.4,71,"Chinese, Momos","Noodles, Momos, Chop Suey",Kaggadasapura,Yes,Casual Dining,Delivery
V Dine,0,0,"Chinese, Mughlai",,Whitefield,No,Quick Bites,Dine-out
Hotel Jai Jaganath,3.2,4,"Chinese, North Indian",,Marathahalli,No,Quick Bites,Dine-out
Ram Bhog,3.8,24,"Chinese, North Indian",,Marathahalli,No,Quick Bites,Delivery
Spice Root,0,0,"Chinese, North Indian",,Marathahalli,No,Quick Bites,Dine-out
Palos,3.3,49,"Chinese, North Indian",,Marathahalli,Yes,Quick Bites,Dine-out
Park N Eat,3.7,18,"Chinese, North Indian",,Marathahalli,Yes,Quick Bites,Delivery
Aishwarya,3.3,6,"Chinese, North Indian",,Whitefield,No,Dhaba,Dine-out
ARB Restaurant,0,0,"Chinese, North Indian",,Whitefield,No,Quick Bites,Dine-out
Blend - Royal Orchid Suites,3.4,16,"Chinese, North Indian",,Whitefield,No,Casual Dining,Dine-out
Bong Connections,0,0,"Chinese, North Indian",,Whitefield,No,Quick Bites,Dine-out
Hotel Nisarga Restaurant,3.2,6,"Chinese, North Indian",,Whitefield,No,Quick Bites,Delivery
Hungry Wok,3.3,5,"Chinese, North Indian",,Whitefield,No,Quick Bites,Dine-out
Soup N Grill,3.5,14,"Chinese, North Indian",,Whitefield,No,Casual Dining,Dine-out
SRF Family Restaurant,0,0,"Chinese, North Indian",,Whitefield,No,Quick Bites,Dine-out
Happy Singh,3.8,515,"Chinese, North Indian","Deluxe Thali, Mango Lassi, Hara Bhara Kebab, Jumbo Lassi, Jal-jeera, Amritsari Paneer, Gulab Jamun",Whitefield,Yes,Casual Dining,Delivery
Sindhuri Restaurant,3.1,19,"Chinese, North Indian, Biryani",,Marathahalli,Yes,Casual Dining,Dine-out
Freshkhilao,3.5,377,"Chinese, North Indian, Biryani, Juices","Chicken Grill, Masala Papad, Shawarma, Mutton Kosha, Paratha, Kalmi Kebab, Gulab Jamun",Brookefield,Yes,Casual Dining,Dine-out
REFUEL,3.7,119,"Chinese, North Indian, Fast Food",,Marathahalli,Yes,"Takeaway, Delivery",Delivery
Khana's Kitchen,0,0,"Chinese, North Indian, Hyderabadi, Biryani",,Whitefield,No,Casual Dining,Dine-out
Jo & Mo,0,0,"Chinese, North Indian, Juices",,Whitefield,No,"Takeaway, Delivery",Delivery
VIHAR Family Restaurant,4,69,"Chinese, North Indian, Mangalorean","Sea Food, Murgh Ghee Roast, Chicken Handi",Whitefield,No,Casual Dining,Delivery
Biting Junction,3.9,119,"Chinese, North Indian, Rajasthani, Gujarati, Fast Food, Afghan","Mutton Curry, Kulcha, Biryani, Chicken Curry",Whitefield,Yes,Quick Bites,Dine-out
Moon King Hotel,0,0,"Chinese, North Indian, South Indian",,KR Puram,Yes,"Takeaway, Delivery",Delivery
New Udupi Upahar,3.8,41,"Chinese, North Indian, South Indian",,Marathahalli,Yes,Quick Bites,Delivery
Udupi Vaibhav,4.1,97,"Chinese, North Indian, South Indian","Tea, Filter Coffee, Curd Rice, Cheese Masala Dosa, Idli Vada",Marathahalli,No,Casual Dining,Dine-out
Food Box -The Taste Of Odisha,3.2,4,"Chinese, Oriya, Bengali, North Indian",,Marathahalli,No,Quick Bites,Delivery
Bangalore Mandarin,4.3,782,"Chinese, Seafood","Singapore Noodles, Kung Pao Chicken, Mixed Fried Rice, Corn Fritters, Wonton, Clear Soup, Fish",Whitefield,Yes,Casual Dining,Delivery
Kamakshi Kitchen,3.7,28,"Chinese, South Indian",,Marathahalli,Yes,Quick Bites,Delivery
Sri Lakshmi Hotel,3.4,7,"Chinese, South Indian",,Whitefield,Yes,Quick Bites,Dine-out
Satakarni,3.1,217,"Chinese, South Indian, Andhra, North Indian, Biryani",Chicken Biryani,Marathahalli,Yes,Casual Dining,Delivery
Amaravathi Biryani Zone,0,0,"Chinese, South Indian, North Indian",,Whitefield,Yes,Quick Bites,Dine-out
Master Chinese Street,0,0,"Chinese, Street Food",,Marathahalli,No,Quick Bites,Dine-out
Thai & Chinese Fast Food,3.4,7,"Chinese, Thai",,KR Puram,No,Quick Bites,Delivery
Buddha Treats,4.2,373,"Chinese, Thai","Momos, Chilli Chicken, Sweet Corn Chicken Soup, Wonton Soup, Crispy Noodle, Egg Noodles, Chicken Garlic Noodle",Brookefield,Yes,Casual Dining,Dine-out
Wok With Chung,3.8,690,"Chinese, Thai","Noodles, Drunken Chicken Wings, Chicken Satay, Golden Fried Prawns, Mushroom Manchurian, Spring Roll, Chop Suey",Marathahalli,No,Casual Dining,Dine-out
The Kim Chi Chef,4,210,"Chinese, Thai, Momos","Noodle, Momos, Manchow Soup",Whitefield,Yes,Casual Dining,Delivery
BBCUE Whitefield,3.5,8,Continental,,Whitefield,No,Fine Dining,Dine-out
Best Brews - Four Points by Sheraton Bengaluru...,3.6,27,Continental,,Whitefield,No,Bar,Drinks & nightlife
Take It!,3.1,39,"Continental, Chinese, Fast Food",,Marathahalli,Yes,Delivery,Delivery
Oregano,0,0,"Continental, Desserts, Beverages, Mexican",,Marathahalli,No,Quick Bites,Dine-out
Hottey Smokey,3.8,83,"Continental, Fast Food","Chicken Shashlik, Pasta, Veg Sizzler","ITPL Main Road, Whitefield",Yes,Food Court,Delivery
Malties - Radisson Blu,4.3,53,"Continental, Fast Food","Cocktails, Jumbo Prawns, Charcuterie Platter, Chicken Burger, Chicken Tikka, Shawarma",Marathahalli,No,Lounge,Drinks & nightlife
Parasme,3.7,42,"Continental, Italian, Chinese, North Indian, Momos",,Marathahalli,Yes,"Quick Bites, Dessert Parlor",Delivery
Friends Diner,2.8,36,"Continental, Italian, Pizza","Chicken Steak, Cheese Balls",Whitefield,No,Casual Dining,Delivery
Oak Tavern,3.5,9,"Continental, North Indian",,Whitefield,No,Casual Dining,Dine-out
Bling - The Zuri,3.7,228,"Continental, North Indian","Martini, Cocktails, Paneer Tikka",Whitefield,No,Lounge,Dine-out
Night Punjabi Folk,0,0,"Continental, North Indian, Chinese",,Whitefield,No,Delivery,Delivery
Meena's Kitchen,3.5,11,"Continental, North Indian, Mexican",,Marathahalli,Yes,Delivery,Delivery
FreshEats,3.6,14,"Continental, North Indian, Thai",,East Bangalore,No,Food Truck,Dine-out
Le Jardin By Bhagini,3.9,92,"Continental, Thai, North Indian, Chinese","Biryani, Beer",Marathahalli,No,Casual Dining,Dine-out
The Belgian Waffle Company,4,50,Desserts,,Brookefield,Yes,Dessert Parlor,Delivery
SugarLove,3.5,9,Desserts,,Kaggadasapura,No,Delivery,Delivery
Auntie Anne's,4,24,Desserts,,Whitefield,No,Dessert Parlor,Desserts
Bon Baker,3.7,19,Desserts,,Whitefield,No,Delivery,Delivery
Delicious Desserts,3.5,10,Desserts,,Whitefield,No,Delivery,Delivery
Frosting Flavours,3.8,54,Desserts,,Whitefield,No,Dessert Parlor,Desserts
Homemade Chocolates,0,0,Desserts,,Whitefield,No,"Takeaway, Delivery",Desserts
Kitchen Aroma,3.4,7,Desserts,,Whitefield,No,Takeaway,Desserts
Magic scoops N Smiles,0,0,Desserts,,Whitefield,No,Dessert Parlor,Desserts
Mubeena Shariff Chocolatier,3.6,14,Desserts,,Whitefield,No,Dessert Parlor,Desserts
Bakery 24x7,0,0,Desserts,,Whitefield,Yes,"Takeaway, Delivery",Desserts
BelgYum,4.6,1822,Desserts,"Cappuccino, Coffee, Hot Chocolate, Mango Waffles, Nutella Waffle, Belgium Waffles, Chocolate Waffles",Whitefield,No,Dessert Parlor,Desserts
Cupcake Couture,3.8,40,Desserts,"Cup Cake, Chocolate Truffle",Whitefield,No,Delivery,Delivery
Calvin's,3.9,299,Desserts,"Pasta, Burgers, Thick Shakes, Sunday Brunch, Apple Pie, Waffles, Sandwiches",Whitefield,No,"Dessert Parlor, Quick Bites",Delivery
Delice - Novotel,3.8,33,"Desserts, Bakery",,Marathahalli,No,"Dessert Parlor, Bakery",Desserts
Caramel Whitefield,3.7,56,"Desserts, Bakery",,Whitefield,No,"Dessert Parlor, Quick Bites",Desserts
Sweet Nothings Couture Cupcakes,3.4,6,"Desserts, Bakery",,Whitefield,No,"Takeaway, Delivery",Desserts
Master Brothers,3.4,8,"Desserts, Bakery",,Whitefield,Yes,Bakery,Desserts
All Shook Up,3.7,35,"Desserts, Beverages",,Marathahalli,Yes,"Dessert Parlor, Beverage Shop",Delivery
Hodge Podge,3.6,9,"Desserts, Cafe",,Whitefield,Yes,"Quick Bites, Cafe",Delivery
Fire And Ice,3.7,19,"Desserts, Fast Food",,Kaggadasapura,Yes,"Dessert Parlor, Quick Bites",Delivery
Dessert Bar,0,0,"Desserts, Fast Food",,Whitefield,Yes,Dessert Parlor,Desserts
Celebrations 365,3.3,4,"Desserts, Ice Cream",,Brookefield,Yes,Dessert Parlor,Delivery
Flavours24,3.3,16,"Desserts, Ice Cream",,Marathahalli,No,Dessert Parlor,Delivery
Koolkones,0,0,"Desserts, Ice Cream",,Marathahalli,No,Dessert Parlor,Desserts
Amadora Gourmet Ice Cream & Sorbet,0,0,"Desserts, Ice Cream",,Whitefield,No,Dessert Parlor,Desserts
Haagen Dazs,3.9,145,"Desserts, Ice Cream","Coffee, Hot Chocolate, Raspberry Sorbet, Cheesecake Ice Cream, Chocolate Sundae",Whitefield,Yes,Dessert Parlor,Delivery
Artinci Artisanal Ice Cream,4.2,44,"Desserts, Ice Cream","Coffee, Vanilla Ice Cream, Almond Ice Cream",Marathahalli,Yes,Dessert Parlor,Desserts
Stonelicious,4.1,287,"Desserts, Ice Cream","Waffles, Chocolate Avalanche, Chocolate Volcano, Lava Cake",Marathahalli,Yes,Dessert Parlor,Desserts
Not Just Waffles,4.2,125,"Desserts, Ice Cream","Waffles, Chocolate Bomb, Brownie Delight",Brookefield,Yes,Dessert Parlor,Delivery
SOGO - Shakes On The Go,0,0,"Desserts, Ice Cream, Beverages",,Brookefield,Yes,Dessert Parlor,Delivery
Three Side Square,0,0,"European, Asian, North Indian",,Marathahalli,No,Delivery,Delivery
The Green Cube's Express,0,0,Fast Food,,East Bangalore,No,Food Truck,Dine-out
Big Chick Fried Chicken,3.5,11,Fast Food,,Kaggadasapura,Yes,Quick Bites,Delivery
Art Of Flavours,0,0,Fast Food,,Marathahalli,No,Quick Bites,Dine-out
Deepak Fast Food,3.3,4,Fast Food,,Marathahalli,No,Quick Bites,Dine-out
Ghar Ka Healthy Khana,0,0,Fast Food,,Marathahalli,No,"Takeaway, Delivery",Delivery
SV Bakery,0,0,Fast Food,,Marathahalli,No,Quick Bites,Delivery
Captain Egg,4.1,18,Fast Food,,Whitefield,No,Food Court,Dine-out
Cluckees,0,0,Fast Food,,Whitefield,No,Quick Bites,Dine-out
Mojo Bites,3.9,23,Fast Food,,Whitefield,No,Quick Bites,Desserts
Toasty's,0,0,Fast Food,,Whitefield,No,Food Court,Dine-out
Zesty Tasty,0,0,Fast Food,,Whitefield,No,Quick Bites,Dine-out
True South,0,0,Fast Food,,Whitefield,Yes,"Takeaway, Delivery",Delivery
Inhouse Burger,4,173,Fast Food,"Burgers, Jerk Chicken Salad, Salads, Lemon Mojito, Lemonade, Chicken Patty, Veg Burger",Marathahalli,Yes,Quick Bites,Delivery
The Eatery Cafe & Restaurant,3.8,60,Fast Food,"Burgers, Pasta, Pizza, Chicken Wings, Fries, Salads, Shawarma",Marathahalli,No,Casual Dining,Dine-out
4700BC Popcorn,4.1,55,Fast Food,Chocolate Popcorn,Whitefield,No,"Takeaway, Delivery",Delivery
The Grilled & Fried,3.3,130,Fast Food,"Potato Fries, Chicken Curry",Whitefield,Yes,Quick Bites,Delivery
De Purple Cafe,0,0,"Fast Food, Beverages",,Marathahalli,No,Quick Bites,Dine-out
Juice Burger,0,0,"Fast Food, Beverages",,Marathahalli,No,Quick Bites,Dine-out
Expresso Restaurant,3.5,6,"Fast Food, Beverages",,Whitefield,Yes,"Takeaway, Delivery",Delivery
Muscat Cafe,0,0,"Fast Food, Burger",,Marathahalli,No,Quick Bites,Dine-out
Raapchick,3.7,49,"Fast Food, Burger",Burgers,Brookefield,Yes,Quick Bites,Delivery
Lenny's- Burgers and more,3.9,38,"Fast Food, Burger, Beverages, Rolls, Sandwich","Burgers, Club Chicken Sandwich, Fries, Lamb Burger, Cheese Sandwich, Chicken Bbq Burger",Whitefield,Yes,Quick Bites,Delivery
Dhruva's Munch & Sip,0,0,"Fast Food, Chinese",,KR Puram,No,Quick Bites,Delivery
La Ola,0,0,"Fast Food, Chinese, North Indian",,Marathahalli,Yes,Delivery,Delivery
Rolls Plaza,3.7,63,"Fast Food, Chinese, Rolls","Rolls, Rice, Biryani",Marathahalli,Yes,Quick Bites,Delivery
Best,3.4,6,"Fast Food, Chinese, Street Food",,Whitefield,No,Quick Bites,Dine-out
Ackley Kitchen,3.6,33,"Fast Food, Continental, Burger","Burgers, Pasta, Chicken Zinger Burger, French Fries",Kaggadasapura,Yes,Quick Bites,Delivery
Milkyway Ice Creams & Fast Food,3.7,24,"Fast Food, Ice Cream, Beverages",,"ITPL Main Road, Whitefield",Yes,Quick Bites,Dine-out
Crepe Connection,0,0,"Fast Food, Italian, Desserts",,Marathahalli,Yes,Quick Bites,Delivery
Kale Cafe,0,0,"Fast Food, Kerala",,Brookefield,No,Quick Bites,Dine-out
Snacks Centre,0,0,"Fast Food, North Indian",,Whitefield,No,Quick Bites,Dine-out
The Combo House,3.3,8,"Fast Food, North Indian",,Whitefield,Yes,Quick Bites,Dine-out
Lucky Singh & Co,4,38,"Fast Food, North Indian, Rolls","Rolls, Butter Chicken Roll, Malai Tikka, Mutton Seekh, Chicken Tikka, Bhuna Gosht, Butter Paneer",Whitefield,No,"Takeaway, Delivery",Delivery
S L Prabhat,0,0,"Fast Food, North Indian, Sandwich",,Whitefield,No,Delivery,Delivery
Kolkata Famous Kati Rolls,3.8,60,"Fast Food, Rolls",,Marathahalli,No,Quick Bites,Dine-out
Kolkata Roll House,3.3,6,"Fast Food, Rolls",,Marathahalli,No,Quick Bites,Dine-out
Roll junction,3.1,8,"Fast Food, Rolls",,Whitefield,No,Food Court,Dine-out
Cheezy Subs & Sandwiches,0,0,"Fast Food, Sandwich",,Whitefield,No,Delivery,Delivery
Tastybites.com,3.7,82,"Fast Food, Sandwich, South Indian","Sandwiches, Chaat, Panipuri, Sandwich",Brookefield,Yes,Quick Bites,Delivery
Delhi Special Fast Food,0,0,"Fast Food, Street Food",,Whitefield,No,Quick Bites,Delivery
The Kick-Ass Company Pub & Diner,3.7,21,Finger Food,,Marathahalli,No,Pub,Dine-out
Plunge - Sheraton Grand Bengaluru Whitefield Hotel &...,0,0,Finger Food,,Whitefield,No,Bar,Pubs and bars
Topsy Turvey,0,0,Finger Food,,Whitefield,No,Bar,Dine-out
Trinity Club Lounge,3.5,20,Finger Food,,Whitefield,No,Lounge,Drinks & nightlife
Unlock - The Restobar - Keys Hotel,3.7,32,Finger Food,,Whitefield,No,Lounge,Dine-out
Vinod Bar And Restaurant,0,0,Finger Food,,Whitefield,No,Bar,Pubs and bars
M Bar - Bengaluru Marriott Hotel Whitefield,3.9,77,Finger Food,Rooftop Ambience,Whitefield,No,"Fine Dining, Bar",Dine-out
The Nest - The Den Bengaluru,3.4,13,"Finger Food, North Indian, Continental",,"ITPL Main Road, Whitefield",No,"Bar, Casual Dining",Dine-out
La Fabrique de Tartes,0,0,French,,Whitefield,No,"Takeaway, Delivery",Delivery
Chez Mariannick,4.1,395,"French, Pizza, Bakery","Pizza, Salad, Banana Toffee Cheesecake, Caramel Custard, Croissants, Crepe, Creme Brulee",Whitefield,No,Casual Dining,Dine-out
Uma's Home Food,3.6,15,Healthy Food,,Marathahalli,No,Delivery,Delivery
Clean Eats,0,0,Healthy Food,,Whitefield,No,"Takeaway, Delivery",Delivery
Healthie,3.9,121,"Healthy Food, Beverages","Sandwiches, Rice Bowl, Chicken Grill",Whitefield,Yes,Delivery,Delivery
Pita Pit,4,33,"Healthy Food, Salad, Mexican, Beverages",,Whitefield,Yes,Quick Bites,Dine-out
Eatzgreen,3.8,61,"Healthy Food, South Indian, Fast Food, North Indian, Beverages","Paratha, Thali",Marathahalli,Yes,Quick Bites,Delivery
Hyderabadi Biryummy House,0,0,"Hyderabadi, Biryani",,Whitefield,No,Quick Bites,Dine-out
Royal Biriyani House,4,223,"Hyderabadi, Biryani, North Indian, Chinese","Raita, Roti, Chicken Grill, Mutton Biryani",Kaggadasapura,Yes,Casual Dining,Delivery
Manbhavan Premium Thali Restaurant,4,485,"Hyderabadi, Gujarati, Maharashtrian","Thali, Jalebi, Dahi Vada, Chaat, Buttermilk, Rabri Malpua, Kadhi",Whitefield,Yes,Casual Dining,Dine-out
Paavani Agencies,0,0,Ice Cream,,Marathahalli,No,Dessert Parlor,Desserts
Shree Laxmi Scoop Ice Cream Parlour,0,0,Ice Cream,,Whitefield,No,Dessert Parlor,Delivery
Desi Qulfi,0,0,Ice Cream,,Whitefield,Yes,Dessert Parlor,Desserts
Cold Fusion,0,0,"Ice Cream, Beverages, Desserts",,Whitefield,Yes,Dessert Parlor,Desserts
Cream and Fudge,3.3,13,"Ice Cream, Desserts",,Brookefield,Yes,Dessert Parlor,Delivery
Kwality Wall's Swirl's,2.9,17,"Ice Cream, Desserts",,Marathahalli,No,Kiosk,Desserts
Creamiester,0,0,"Ice Cream, Desserts",,Whitefield,No,Dessert Parlor,Desserts
Cream & Fudge,3.9,71,"Ice Cream, Desserts","Waffles, Chocolate Truffle Sensation, Chocolate Icecreams, Brownie",Whitefield,No,Dessert Parlor,Desserts
Mr.Boiler,0,0,"Ice Cream, Juices, Fast Food",,Whitefield,No,Quick Bites,Delivery
Oregano Pasta & Pizza,0,0,Italian,,Whitefield,Yes,Quick Bites,Delivery
Kitchens@Mahadevpura,3.9,125,"Italian, North Indian, South Indian, Chinese",Prompt Service,Whitefield,Yes,Delivery,Delivery
Hot Brixx,3.7,22,"Italian, Pizza",,Marathahalli,Yes,Quick Bites,Delivery
La-Pizza,3.6,151,"Italian, Pizza, Burger","Pasta, Burgers, Farm Pizza, Fries",East Bangalore,Yes,Delivery,Delivery
Organo Fresh,0,0,Juices,,Whitefield,No,Beverage Shop,Delivery
Fruit Punch,0,0,"Juices, Beverages",,CV Raman Nagar,Yes,Beverage Shop,Delivery
Juice Shop,3.7,17,"Juices, Beverages, Ice Cream",,"Varthur Main Road, Whitefield",Yes,"Takeaway, Delivery",Delivery
New Juice It Up,0,0,"Juices, Fast Food",,Marathahalli,No,Quick Bites,Dine-out
O2 Juice Bar,3.6,16,"Juices, Fast Food",,Marathahalli,Yes,"Beverage Shop, Quick Bites",Dine-out
Squeez Juice Bar,3.8,107,"Juices, Fast Food","Watermelon Juice, Malai Kulfi",Whitefield,No,Food Court,Dine-out
Little Nature,3.1,46,"Juices, Ice Cream, Fast Food",,Marathahalli,Yes,"Quick Bites, Beverage Shop",Dine-out
Master Of Kebab,0,0,"Kebab, Arabian, Afghan",,Whitefield,No,Quick Bites,Dine-out
Koylas,3,11,"Kebab, Mughlai, Biryani",,Brookefield,Yes,Quick Bites,Dine-out
Venice Kerala Restaurant,3.7,33,Kerala,,Brookefield,No,Quick Bites,Delivery
